"predator","prey","ra","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","total_reads","proportion","total_otu"
"N630740","otu3",142975,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Teucrium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.0370554192011735,75
"N630740","otu205",249,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Dillwynia","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,6.45343548249149e-05,75
"N630740","otu84",1938,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000502279436348133,75
"N630740","otu178",98,"Chlorophyta","Chlorophyceae","Sphaeropleales","Chromochloridaceae","Chromochloris","Chromochloris zofingiensis","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.53990633447456e-05,75
"N630740","otu447",50,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.29587057881355e-05,75
"N630740","otu1",132752,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.0344058822157313,75
"N630740","otu76",2918,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000756270069795589,75
"N630740","otu90",4,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.03669646305084e-06,75
"N630740","otu916",6,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.55504469457626e-06,75
"N630740","otu239",7,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.81421881033897e-06,75
"N630740","otu202",13,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,3.36926350491524e-06,75
"N630740","otu74",5695,"Streptophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00147599658926864,75
"N630740","otu110",513,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000132956321386271,75
"N630740","otu89",87,"Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.25481480713558e-05,75
"N630740","otu689",30,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,7.77522347288132e-06,75
"N630740","otu195",967,"Streptophyta","Magnoliopsida","Santalales","Thesiaceae","Thesium","Thesium alpinum","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000250621369942541,75
"N630740","otu13",519,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000134511366080847,75
"N630740","otu720",2,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.18348231525421e-07,75
"N630740","otu48",3475,"Streptophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Scabiosa","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000900630052275419,75
"N630740","otu12",2833,"Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000734240269955759,75
"N630740","otu793",10,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.59174115762711e-06,75
"N630740","otu6",19142,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00496111092392981,75
"N630740","otu836",271,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,7.02361853716946e-05,75
"N630740","otu94",14523,"Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00376398568322185,75
"N630740","otu16",2170110,"Streptophyta","Magnoliopsida","Poales","Poaceae","Avena","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.562436340357816,75
"N630740","otu927",6,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Teucrium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.55504469457626e-06,75
"N630740","otu726",2,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Callicarpa","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.18348231525421e-07,75
"N630740","otu4",26679,"Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00691450623443335,75
"N630740","otu101",117,"Streptophyta","Magnoliopsida","Fabales","Polygalaceae","Polygala","Polygala chamaebuxus","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,3.03233715442371e-05,75
"N630740","otu46",11605,"Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Euphrasia","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00300771561342626,75
"N630740","otu448",21,"Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.44265643101692e-06,75
"N630740","otu537",106,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.74724562708473e-05,75
"N630740","otu23",7,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Bupleurum","Bupleurum stellatum","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.81421881033897e-06,75
"N630740","otu839",5,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.29587057881355e-06,75
"N630740","otu10",19158,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00496525770978201,75
"N630740","otu118",608,"Streptophyta","Magnoliopsida","Fagales","Betulaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000157577862383728,75
"N630740","otu259",68,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Sarcodum","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.76238398718643e-05,75
"N630740","otu160",435,"Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000112740740356779,75
"N630740","otu50",22,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.70183054677963e-06,75
"N630740","otu146",1371,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000355327712710676,75
"N630740","otu361",47,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.21811834408474e-05,75
"N630740","otu180",2267,"Streptophyta","Bryopsida","Bryales","Bryaceae","Ptychostomum","Ptychostomum neodamense","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000587547720434065,75
"N630740","otu38",31064,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Thymus","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.00805098473205284,75
"N630740","otu7",881583,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.228483494496438,75
"N630740","otu40",976,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000252953936984405,75
"N630740","otu18",1665,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000431524902744913,75
"N630740","otu390",6,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.55504469457626e-06,75
"N630740","otu53",3659,"Streptophyta","Magnoliopsida","Saxifragales","Crassulaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000948318089575758,75
"N630740","otu716",6,"Streptophyta","Magnoliopsida","Solanales","Solanaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.55504469457626e-06,75
"N630740","otu24",54570,"Streptophyta","Magnoliopsida","Poales","Poaceae","Sesleria","Sesleria caerulea","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.0141431314971711,75
"N630740","otu562",12,"Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,3.11008938915253e-06,75
"N630740","otu51",27,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,6.99770112559318e-06,75
"N630740","otu804",23,"Streptophyta","Magnoliopsida","Poales","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.96100466254234e-06,75
"N630740","otu37",313517,"Streptophyta","Magnoliopsida","Rosales","Rosaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.0812554912515777,75
"N630740","otu114",7,"Streptophyta","Magnoliopsida","Malpighiales","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.81421881033897e-06,75
"N630740","otu397",2,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,5.18348231525421e-07,75
"N630740","otu911",7,"Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Helianthemum apenninum","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,1.81421881033897e-06,75
"N630740","otu485",85,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.20297998398304e-05,75
"N630740","otu63",2295,"Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000594804595675421,75
"N630740","otu75",9,"Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia cordifolia","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.3325670418644e-06,75
"N630740","otu284",11,"Streptophyta","Bryopsida","Pottiales","Pottiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,2.85091527338982e-06,75
"N630740","otu17",858,"Streptophyta","Magnoliopsida","Poales","Poaceae","Calamagrostis","Unclassified","Tiefenbach","m",6,2024,"black","-2",8,"no",97,37,3,2,0,"30",NA,NA,2102,122,97,21.5,9.5,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","m",3858410,0.000222371391324406,75
"N630803","otu816",4,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,1.08955220221653e-06,54
"N630803","otu15",7184,"Streptophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.00195683575518089,54
"N630803","otu32",209,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,5.69291025658137e-05,54
"N630803","otu39",12321,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.00335609317087747,54
"N630803","otu140",1102,"Streptophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.000300171631710654,54
"N630803","otu84",149,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,4.05858195325658e-05,54
"N630803","otu22",2994,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Unclassified","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.000815529823359073,54
"N630803","otu914",11,"Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae","Stapfiella","Stapfiella usambarica","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,2.99626855609546e-06,54
"N630803","otu4",788,"Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.000214641783836657,54
"N630803","otu603",30,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,8.17164151662398e-06,54
"N630803","otu150",3378,"Streptophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Gentiana clusii","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.00092012683477186,54
"N630803","otu894",2,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,5.44776101108265e-07,54
"N630803","otu496",3,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Unclassified","Unclassified","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,8.17164151662398e-07,54
"N630803","otu275",434,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Hedysarum","Hedysarum hedysaroides","Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m",3671233,0.000118216413940494,54
